月份,大樂透銷售總額,威力彩銷售總額,今彩539銷售總額,電腦型彩券總銷售額,大樂透銷售注數,威力彩銷售注數,今彩539銷售注數,電腦型彩券總銷售注數,大樂透開獎期數,威力彩開獎期數,今彩539開獎期數,電腦型彩券總開獎期數,大樂透單月最高總獎金,威力彩單月最高總獎金,今彩539單月最高總獎金,當月最高總獎金,大樂透平均每期銷售額,威力彩平均每期銷售額,今彩539平均每期銷售額,電腦型彩券平均每期銷售額,CPI總指數,CPI食物類,CPI衣著類,CPI居住類,CPI交通及通訊類,CPI醫藥保健類,CPI教養娛樂類,CPI雜項類,總人口數千人,15歲以上民間人口千人,勞動力千人,就業人數千人,失業人數千人,勞動力參與率,失業率,CCI,TAIEX月平均收盤指數,TAIEX交易日數,TAIEX是否估計,大樂透連槓獎金,大樂透連槓期數,大樂透重置次數,威力彩連槓獎金,威力彩連槓期數,威力彩重置次數,今彩539連槓獎金,今彩539連槓期數,今彩539重置次數,電腦型彩券最高連槓獎金,電腦型彩券連槓期數,春節,端午,中秋,通膨率,失業率年變動_pp,CCI年變動,TAIEX年增率
2010-01,1426406150,745038000,757299100,2928743250,28528123,7450380,15145982,51124485,9,8,21,38,319119932,245508355,34906700,319119932,158489572.2222222,93129750.0,36061861.9047619,77072190.78947368,89.27,76.8,91.06,93.65,102.52,89.86,96.06,84.55,23020.0,18976.0,11014.0,10388.0,626.0,58.04,5.68,61.8,8098.58,0,0,319119932,6,3,245508355,7,1,34906700,10,11,319119932,23,0,0,0,,,,
2010-02,2415584700,1549612100,830874950,4796071750,48311694,15496121,16617499,80425314,8,8,20,36,639568661,765792824,39567500,765792824,301948087.5,193701512.5,41543747.5,133224215.27777778,89.74,76.44,86.52,93.97,101.81,89.82,98.36,89.34,23023.0,18992.0,11007.0,10373.0,634.0,57.96,5.76,65.65,7431.71,0,0,639568661,6,2,765792824,8,0,39567500,10,10,765792824,24,1,0,0,,,,
2010-03,1563354800,1157542500,915776500,3636673800,31267096,11575425,18315530,61158051,9,9,23,41,294118530,877368662,37259400,877368662,173706088.8888889,128615833.33333331,39816369.56521739,88699360.97560975,88.89,76.43,84.13,93.76,101.5,90.0,96.13,85.26,23026.0,19007.0,11008.0,10384.0,624.0,57.92,5.67,67.65,7775.16,0,0,294118530,6,3,877368662,7,2,37259400,11,12,877368662,24,0,0,0,,,,
2010-04,1325854850,826942700,805119150,2957916700,26517097,8269427,16102383,50888907,9,9,22,40,157187411,508391611,36705450,508391611,147317205.55555555,91882522.22222222,36596325.0,73947917.5,89.64,76.95,96.0,93.82,101.79,90.27,96.48,85.91,23028.0,19021.0,11007.0,10414.0,593.0,57.87,5.39,80.8,8052.45,0,0,157187411,4,5,508391611,7,2,36705450,10,12,508391611,21,0,0,0,,,,
2010-05,1285368200,721793800,741823550,2748985550,25707364,7217938,14836471,47761773,8,9,21,38,391829027,457401307,38279650,457401307,160671025.0,80199311.1111111,35324930.952380955,72341725.0,89.49,76.86,95.99,93.84,101.77,90.22,96.43,84.66,23031.0,19037.0,11026.0,10459.0,567.0,57.92,5.14,83.2,7525.68,0,0,391829027,7,1,457401307,6,3,38279650,11,10,457401307,24,0,0,0,,,,
2010-06,1292536100,644144800,730138950,2666819850,25850722,6441448,14602779,46894949,9,8,22,39,294002160,527735250,33424500,527735250,143615122.2222222,80518100.0,33188134.09090909,68379996.15384616,89.8,77.13,93.44,94.84,100.92,90.13,96.4,86.53,23033.0,19052.0,11053.0,10483.0,570.0,58.02,5.16,81.45,7383.42,0,0,294002160,8,1,527735250,7,1,33424500,14,8,527735250,29,0,1,0,,,,
2010-07,1303919550,812941100,722002100,2838862750,26078391,8129411,14440042,48647844,9,9,22,40,267857338,359096046,33419950,359096046,144879950.0,90326788.8888889,32818277.272727273,70971568.75,90.08,77.78,90.34,94.83,100.79,89.97,98.11,85.92,23037.0,19069.0,11116.0,10538.0,578.0,58.29,5.2,82.15,7638.86,0,0,267857338,8,1,359096046,8,1,33419950,10,12,359096046,26,0,0,0,,,,
2010-08,1590981150,1421860400,745361700,3758203250,31819623,14218604,14907234,60945461,9,9,22,40,476685869,839313485,34696800,839313485,176775683.33333334,157984488.8888889,33880077.27272727,93955081.25,90.09,78.44,86.83,94.75,100.96,90.1,97.71,85.66,23039.0,19085.0,11146.0,10570.0,576.0,58.4,5.17,82.35,7883.91,0,0,476685869,8,1,839313485,9,0,34696800,11,11,839313485,28,0,0,0,,,,
2010-09,1162225400,1697009800,841950200,3701185400,23244508,16970098,16839004,57053610,8,9,22,39,291744764,1310370842,36144950,1310370842,145278175.0,188556644.44444445,38270463.63636363,94902189.74358974,90.18,78.96,85.36,94.86,100.65,90.78,97.32,85.85,23040.0,19100.0,11091.0,10531.0,560.0,58.07,5.05,82.0,8039.5,0,0,291744764,6,2,1310370842,8,1,36144950,13,9,1310370842,27,0,0,1,,,,
2010-10,1231291950,612873400,826302450,2670467800,24625839,6128734,16526049,47280622,9,8,21,38,202338176,338596673,36981850,338596673,136810216.66666666,76609175.0,39347735.71428572,70275468.42105263,90.78,80.21,97.78,93.86,101.39,90.76,97.38,84.72,23044.0,19118.0,11106.0,10560.0,546.0,58.09,4.92,82.15,8210.01,0,0,202338176,7,2,338596673,7,1,36981850,12,9,338596673,26,0,0,0,,,,
2010-11,1413029750,651438800,907069200,2971537750,28260595,6514388,18141384,52916367,9,9,22,40,387200897,231203831,40995850,387200897,157003305.55555555,72382088.8888889,41230418.18181818,74288443.75,90.95,80.26,99.8,93.9,101.83,90.83,97.13,85.54,23050.0,19136.0,11132.0,10605.0,527.0,58.17,4.73,84.3,8350.26,0,0,387200897,8,1,231203831,9,0,40995850,10,12,387200897,27,0,0,0,,,,
2010-12,1481451450,736635500,954848000,3172934950,29629029,7366355,19096960,56092344,9,9,23,41,406156781,438982419,37437400,438982419,164605716.66666666,81848388.8888889,41515130.43478261,77388657.31707317,90.26,78.19,96.97,94.1,102.13,91.15,96.99,85.57,23055.0,19153.0,11133.0,10613.0,520.0,58.13,4.67,86.0,8777.11,0,0,406156781,8,1,438982419,8,1,37437400,10,13,438982419,26,0,0,0,,,,
2011-01,1489262150,647610500,1007690900,3144563550,29785243,6476105,20153818,56415166,8,9,26,43,516020248,225261112,39228800,516020248,186157768.75,71956722.22222222,38757342.307692304,73129384.88372093,90.25,78.35,91.82,94.07,103.05,91.18,97.43,84.88,23057.0,19169.0,11140.0,10623.0,517.0,58.11,4.64,89.85,8970.76,0,0,516020248,7,1,225261112,8,1,39228800,14,12,516020248,29,0,0,0,1.1,-1.04,28.05,10.77
2011-02,7007918150,585999300,1083028050,8676945500,140158363,5859993,21660561,167678917,8,8,24,40,2783011428,290641807,39841050,2783011428,875989768.75,73249912.5,45126168.75,216923637.5,90.93,78.51,88.33,94.45,103.3,91.32,98.51,90.33,23057.0,19183.0,11123.0,10601.0,522.0,57.98,4.69,89.8,8742.56,0,0,2783011428,7,1,290641807,8,0,39841050,12,12,2783011428,27,1,0,0,1.33,-1.07,24.15,17.64
2011-03,1332307550,798529700,1082209150,3213046400,26646151,7985297,21644183,56275631,9,9,27,45,280057248,547455290,39354750,547455290,148034172.2222222,88725522.22222222,40081820.37037037,71401031.1111111,90.13,77.86,86.13,94.3,104.14,91.64,96.92,86.19,23058.0,19198.0,11128.0,10629.0,499.0,57.97,4.48,88.0,8533.12,11,0,280057248,7,2,547455290,9,0,39354750,11,16,547455290,27,0,0,0,1.39,-1.19,20.35,9.75
2011-04,1356802400,591686300,1004069300,2952558000,27136048,5916863,20081386,53134297,9,8,26,43,373941969,613313004,37905550,613313004,150755822.2222222,73960787.5,38618050.0,68664139.53488372,90.8,78.38,97.94,94.43,104.2,92.1,97.0,86.5,23062.0,19213.0,11126.0,10648.0,477.0,57.91,4.29,89.3,8860.92,19,0,373941969,7,2,613313004,7,1,37905550,11,15,613313004,25,0,0,0,1.29,-1.1,8.5,10.04
2011-05,1123037250,552147700,934790950,2609975900,22460745,5521477,18695819,46678041,9,9,26,44,216732733,348080205,35436500,348080205,124781916.66666669,61349744.44444445,35953498.07692308,59317634.09090909,90.98,79.01,98.86,94.54,103.87,92.17,96.7,86.36,23065.0,19228.0,11146.0,10670.0,476.0,57.97,4.27,90.55,8910.54,21,0,216732733,7,2,348080205,9,0,35436500,12,14,348080205,28,0,0,0,1.66,-0.87,7.35,18.4
2011-06,1285658300,571331200,926282100,2783271600,25713166,5713312,18525642,49952120,8,9,26,43,283755629,420327493,36195100,420327493,160707287.5,63481244.44444445,35626234.615384616,64727246.511627905,91.54,79.7,96.19,95.67,103.6,92.38,97.26,87.37,23071.0,19244.0,11183.0,10696.0,486.0,58.11,4.35,90.85,8748.66,21,0,283755629,6,2,420327493,7,2,36195100,16,10,420327493,29,0,1,0,1.94,-0.81,9.4,18.49
2011-07,1172733500,486014700,925879200,2584627400,23454670,4860147,18517584,46832401,9,8,26,43,225839637,283541006,31551450,283541006,130303722.22222222,60751837.5,35610738.461538464,60107613.95348837,91.27,79.07,92.97,95.76,102.47,92.35,98.75,86.62,23078.0,19260.0,11248.0,10752.0,496.0,58.4,4.41,93.55,8681.24,21,0,225839637,4,5,283541006,8,0,31551450,9,17,283541006,21,0,0,0,1.32,-0.79,11.4,13.65
2011-08,1809779050,1134014400,1001740200,3945533650,36195581,11340144,20034804,67570529,9,9,27,45,559449172,650270307,35465200,650270307,201086561.1111111,126001600.0,37101488.88888889,87678525.55555555,91.3,79.68,88.71,95.85,102.34,92.47,98.39,86.8,23083.0,19276.0,11284.0,10782.0,502.0,58.54,4.45,93.55,7763.33,23,0,559449172,9,0,650270307,8,1,35465200,16,11,650270307,33,0,0,0,1.34,-0.72,11.2,-1.53
2011-09,1949421850,483077500,1150811100,3583310450,38988437,4830775,23016222,66835434,9,9,26,44,689093030,220961315,49390650,689093030,216602427.7777778,53675277.777777776,44261965.384615384,81438873.86363636,91.42,80.44,86.57,95.91,102.39,92.57,97.65,87.31,23086.0,19291.0,11231.0,10750.0,481.0,58.22,4.28,92.8,7385.13,21,0,689093030,7,2,220961315,8,1,49390650,12,14,689093030,27,0,0,1,1.38,-0.77,10.8,-8.14
2011-10,1107327750,1150672300,1158671400,3416671450,22146555,11506723,23173428,56826706,8,9,26,43,220432724,632023743,48246650,632023743,138415968.75,127852477.77777778,44564284.615384616,79457475.58139534,91.91,81.03,104.91,94.94,102.18,92.46,97.63,86.5,23093.0,19309.0,11249.0,10765.0,484.0,58.26,4.3,88.35,7345.08,20,0,220432724,6,2,632023743,8,1,48246650,16,10,632023743,30,0,0,0,1.24,-0.62,6.2,-10.54
2011-11,1660151950,478648700,1035673500,3174474150,33203039,4786487,20713470,58702996,9,8,26,43,505069343,202166964,43777150,505069343,184461327.7777778,59831087.5,39833596.15384615,73824980.23255815,91.89,81.15,103.3,95.0,102.2,92.57,97.2,86.93,23101.0,19326.0,11270.0,10788.0,482.0,58.32,4.28,85.95,7275.44,22,0,505069343,7,2,202166964,7,1,43777150,14,12,505069343,28,0,0,0,1.03,-0.45,1.65,-12.87
2011-12,1704649150,699336700,1064609800,3468595650,34092983,6993367,21292196,62378546,9,9,27,45,532171575,427699272,37394550,532171575,189405461.1111111,77704077.77777778,39429992.59259259,77079903.33333333,92.09,82.4,100.22,94.98,101.85,92.47,97.14,86.71,23111.0,19342.0,11273.0,10802.0,471.0,58.28,4.18,82.7,6969.15,22,0,532171575,9,0,427699272,9,0,37394550,12,15,532171575,30,0,0,0,2.03,-0.49,-3.3,-20.6
2012-01,4950277100,2198935100,1210006050,8359218250,99005542,21989351,24200121,145195014,9,9,26,44,819369865,1111389810,37942100,1111389810,550030788.8888888,244326122.2222222,46538694.23076923,189982232.95454547,92.38,81.9,93.61,95.24,102.06,92.5,98.04,92.03,23116.0,19359.0,11280.0,10808.0,472.0,58.27,4.18,83.15,7176.74,15,0,819369865,6,3,1111389810,8,1,37942100,14,12,1111389810,28,1,0,0,2.36,-0.46,-6.7,-20.0
2012-02,4227821500,565142000,1090177650,5883141150,84556430,5651420,21803553,112011403,8,8,25,41,1712238207,313902537,38772850,1712238207,528477687.5,70642750.0,43607106.0,143491247.5609756,91.15,80.17,89.79,95.14,102.13,92.29,97.11,87.66,23118.0,19372.0,11270.0,10790.0,479.0,58.18,4.25,83.5,7855.93,20,0,1712238207,7,1,313902537,8,0,38772850,11,14,1712238207,26,0,0,0,0.24,-0.44,-6.3,-10.14
2012-03,1959624900,589991400,1112620650,3662236950,39192498,5899914,22252413,67344825,9,9,27,45,569883813,376794875,40929400,569883813,217736100.0,65554600.0,41208172.222222224,81383043.33333333,91.27,80.27,87.88,95.33,102.33,92.44,97.54,87.64,23123.0,19385.0,11276.0,10806.0,470.0,58.17,4.17,84.45,8020.0,23,0,569883813,8,1,376794875,8,1,40929400,15,12,569883813,31,0,0,0,1.26,-0.31,-3.55,-6.01
2012-04,1333082750,446061400,945640650,2724784800,26661655,4460614,18912813,50035082,8,9,25,42,381047214,228321338,36111550,381047214,166635343.75,49562377.777777776,37825626.0,64875828.571428575,92.11,80.03,103.52,95.31,104.33,92.7,97.9,88.56,23128.0,19399.0,11281.0,10818.0,463.0,58.15,4.1,83.35,7620.82,20,0,381047214,7,1,228321338,8,1,36111550,13,12,381047214,28,0,0,0,1.44,-0.19,-5.95,-14.0
2012-05,1221881900,484589400,981234150,2687705450,24437638,4845894,19624683,48908215,9,9,27,45,211419772,272931831,33702550,272931831,135764655.55555555,53843266.666666664,36342005.55555555,59726787.777777776,92.57,81.98,101.39,95.32,103.37,92.61,98.18,88.29,23135.0,19413.0,11300.0,10834.0,466.0,58.21,4.12,81.95,7356.84,22,0,211419772,6,3,272931831,8,1,33702550,11,16,272931831,25,0,0,0,1.75,-0.15,-8.6,-17.44
2012-06,1378937200,690632400,987849550,3057419150,27578744,6906324,19756991,54242059,9,8,26,43,434016907,490378742,41431100,490378742,153215244.44444445,86329050.0,37994213.461538464,71102770.93023255,93.16,83.22,98.18,96.7,102.22,92.88,98.46,88.93,23143.0,19428.0,11331.0,10854.0,477.0,58.32,4.21,80.15,7142.52,21,0,434016907,6,3,490378742,8,0,41431100,13,13,490378742,27,0,1,0,1.77,-0.14,-10.7,-18.36
2012-07,2377850700,3750838100,1067602700,7196291500,47557014,37508381,21352054,106417449,9,9,26,44,838138979,1891014845,43140300,1891014845,264205633.33333337,416759788.8888889,41061642.307692304,163552079.54545453,93.52,84.05,94.21,96.87,102.58,92.82,99.61,88.51,23149.0,19442.0,11372.0,10883.0,490.0,58.49,4.31,78.5,7187.14,22,0,838138979,7,2,1891014845,9,0,43140300,11,15,1891014845,27,0,0,0,2.47,-0.1,-15.05,-17.21
2012-08,1384183200,502207400,1004715500,2891106100,27683664,5022074,20094310,52800048,9,9,27,45,420394461,223956516,34579150,420394461,153798133.33333334,55800822.222222224,37211685.18518519,64246802.222222224,94.43,86.61,91.17,97.07,104.29,92.81,99.3,88.38,23156.0,19456.0,11403.0,10901.0,502.0,58.61,4.4,75.35,7409.6,22,0,420394461,9,0,223956516,7,2,34579150,13,14,420394461,29,0,0,0,3.43,-0.05,-18.2,-4.56
2012-09,1512632800,431943900,957641850,2902218550,30252656,4319439,19152837,53724932,8,8,25,41,570648193,228079602,41196700,570648193,189079100.0,53992987.5,38305674.0,70785818.29268293,94.12,85.7,89.84,97.3,104.75,92.83,98.43,88.98,23161.0,19471.0,11369.0,10878.0,491.0,58.39,4.32,72.9,7610.38,20,0,570648193,6,2,228079602,7,1,41196700,11,14,570648193,24,0,0,1,2.95,0.04,-19.9,3.05
2012-10,2195982100,673501500,1067064100,3936547700,43919642,6735015,21341282,71995939,9,9,27,45,1006264514,448332222,46173800,1006264514,243998011.1111111,74833500.0,39520892.59259259,87478837.77777778,94.05,84.46,107.84,96.27,104.74,93.1,98.54,88.17,23171.0,19487.0,11391.0,10897.0,493.0,58.45,4.33,71.3,7438.14,22,0,1006264514,6,3,448332222,9,0,46173800,13,14,1006264514,28,0,0,0,2.33,0.03,-17.05,1.27
2012-11,1141588350,2238773200,967288400,4347649950,22831767,22387732,19345768,64565267,9,9,26,44,195402330,1228181357,36909300,1228181357,126843150.0,248752577.7777778,37203400.0,98810226.13636364,93.35,83.0,105.05,96.24,104.12,93.25,97.75,88.72,23181.0,19503.0,11405.0,10918.0,487.0,58.48,4.27,73.3,7255.63,22,0,195402330,6,3,1228181357,9,0,36909300,12,14,1228181357,27,0,0,0,1.59,-0.01,-12.65,-0.27
2012-12,1163197350,3003384500,1033846600,5200428450,23263947,30033845,20676932,73974724,8,9,26,43,275568351,2281163003,38103900,2281163003,145399668.75,333709388.8888889,39763330.76923077,120940196.51162793,93.58,83.93,101.99,96.26,104.15,93.63,97.64,89.09,23191.0,19518.0,11408.0,10931.0,477.0,58.45,4.18,72.5,7630.81,21,0,275568351,7,1,2281163003,7,2,38103900,14,12,2281163003,28,0,0,0,1.62,0.0,-10.2,9.49
2013-01,1256253950,571009800,1086426750,2913690500,25125079,5710098,21728535,52563712,9,9,27,45,288202948,253361610,36097000,288202948,139583772.2222222,63445533.333333336,40238027.777777776,64748677.777777776,93.41,83.84,96.94,96.23,104.42,93.24,97.98,88.84,23199.0,19531.0,11410.0,10935.0,475.0,58.42,4.16,73.85,7759.25,22,0,288202948,7,2,253361610,8,1,36097000,14,13,288202948,29,0,0,0,1.11,-0.02,-9.3,8.12
2013-02,5854569550,565724400,1114998300,7535292250,117091391,5657244,22299966,145048601,11,8,24,43,704271885,257812524,40034400,704271885,532233595.45454544,70715550.0,46458262.5,175239354.6511628,93.85,82.51,93.12,96.39,105.71,93.42,100.8,92.62,23203.0,19544.0,11398.0,10915.0,483.0,58.32,4.24,76.15,7932.68,13,0,704271885,8,3,257812524,8,0,40034400,12,12,704271885,28,1,0,0,2.96,-0.01,-7.35,0.98
2013-03,1270132600,730041800,1049089650,3049264050,25402652,7300418,20981793,53684863,9,8,26,43,225890748,512642707,40213000,512642707,141125844.44444445,91255225.0,40349601.92307692,70913117.44186047,92.5,81.26,91.63,96.48,104.52,93.74,97.59,88.81,23206.0,19555.0,11396.0,10921.0,475.0,58.28,4.17,76.6,7906.99,21,0,225890748,6,3,512642707,8,0,40213000,10,16,512642707,24,0,0,0,1.35,0.0,-7.85,-1.41
2013-04,1241395650,3585184900,1017979500,5844560050,24827913,35851849,20359590,81039352,9,9,26,44,292090432,1752264500,36891500,1752264500,137932850.0,398353877.7777778,39153057.692307696,132830910.22727272,93.08,81.89,101.47,96.48,103.95,93.66,98.16,89.1,23208.0,19564.0,11392.0,10929.0,464.0,58.23,4.07,76.85,7893.42,20,0,292090432,8,1,1752264500,8,1,36891500,13,13,1752264500,29,0,0,0,1.05,-0.03,-6.5,3.58
2013-05,1418426850,515442300,1027898500,2961767650,28368537,5154423,20557970,54080930,9,9,27,45,466521329,216676414,47262800,466521329,157602983.33333334,57271366.666666664,38070314.81481481,65817058.88888889,93.25,83.2,100.03,96.48,103.52,93.78,97.77,88.62,23212.0,19573.0,11401.0,10939.0,463.0,58.25,4.06,74.7,8272.34,22,0,466521329,8,1,216676414,9,0,47262800,13,14,466521329,30,0,0,0,0.73,-0.06,-7.25,12.44
2013-06,1526720750,1254465500,918542900,3699729150,30534415,12544655,18370858,61449928,8,8,25,41,637737987,841438436,39836650,841438436,190840093.75,156808187.5,36741716.0,90237296.34146342,93.72,83.6,97.88,97.54,103.52,93.96,98.26,89.38,23216.0,19583.0,11432.0,10959.0,473.0,58.38,4.14,71.65,7988.8,19,0,637737987,7,1,841438436,8,0,39836650,12,13,841438436,27,0,1,0,0.6,-0.07,-8.5,11.85
2013-07,1251971950,5520538100,1039735700,7812245750,25039439,55205381,20794714,101039534,9,9,27,45,294065185,2836789806,38215750,2836789806,139107994.44444445,613393122.2222222,38508729.62962963,173605461.1111111,93.58,82.98,94.9,97.59,103.23,93.97,99.7,88.74,23221.0,19592.0,11471.0,10984.0,487.0,58.55,4.25,71.0,8101.91,23,0,294065185,7,2,2836789806,8,1,38215750,13,14,2836789806,28,0,0,0,0.06,-0.06,-7.5,12.73
2013-08,1030066450,545736500,940371850,2516174800,20601329,5457365,18807437,44866131,9,9,27,45,252482810,256331605,35631800,256331605,114451827.77777778,60637388.88888889,34828587.03703704,55914995.55555555,93.69,83.66,91.21,97.66,103.66,94.0,99.38,88.99,23224.0,19602.0,11498.0,11000.0,497.0,58.66,4.33,71.35,7927.5,22,0,252482810,8,1,256331605,9,0,35631800,12,15,256331605,29,0,0,0,-0.78,-0.07,-4.0,6.99
2013-09,1260919600,1388977900,898455350,3548352850,25218392,13889779,17969107,57077278,8,9,25,42,502174507,916247496,35436850,916247496,157614950.0,154330877.7777778,35938214.0,84484591.66666667,94.92,87.73,89.92,97.8,104.12,93.98,99.17,89.33,23226.0,19611.0,11466.0,10980.0,486.0,58.47,4.24,71.0,8193.46,20,0,502174507,5,3,916247496,8,1,35436850,13,12,916247496,26,0,0,1,0.85,-0.08,-1.9,7.66
2013-10,1058901800,1730809000,985020400,3774731200,21178036,17308090,19700408,58186534,9,9,27,45,229778025,1407475579,34320950,1407475579,117655755.55555557,192312111.1111111,36482237.03703704,83882915.55555555,94.66,86.93,103.89,96.85,103.47,93.69,98.53,88.28,23230.0,19620.0,11483.0,10996.0,487.0,58.52,4.24,71.2,8366.18,22,0,229778025,7,2,1407475579,8,1,34320950,14,13,1407475579,29,0,0,0,0.65,-0.09,-0.1,12.48
2013-11,1205782950,665352300,942545200,2813680450,24115659,6653523,18850904,49620086,9,8,26,43,444408550,676688609,39247350,676688609,133975883.33333331,83169037.5,36251738.461538464,65434429.069767445,93.98,85.24,102.09,96.99,103.1,93.9,97.7,88.52,23235.0,19630.0,11497.0,11019.0,478.0,58.57,4.16,71.7,8236.52,21,0,444408550,7,2,676688609,8,0,39247350,10,16,676688609,25,0,0,0,0.67,-0.11,-1.6,13.52
2013-12,1558256600,3405086100,987239600,5950582300,31165132,34050861,19744792,84960785,9,9,26,44,568031223,1841687772,36214100,1841687772,173139622.2222222,378342900.0,37970753.84615385,135240506.8181818,93.89,85.06,99.25,97.07,103.39,94.06,97.37,89.19,23241.0,19639.0,11498.0,11029.0,469.0,58.55,4.08,69.85,8431.4,22,0,568031223,8,1,1841687772,7,2,36214100,14,12,1841687772,29,0,0,0,0.33,-0.1,-2.65,10.49
2014-01,2402279100,681313700,1130334950,4213927750,48045582,6813137,22606699,77465418,10,9,27,46,510859037,244726742,39251950,510859037,240227910.0,75701522.22222222,41864257.40740741,91607125.0,94.18,84.67,95.81,96.98,103.47,93.92,98.66,93.44,23244.0,19649.0,11498.0,11036.0,462.0,58.52,4.02,73.25,8566.62,18,0,510859037,8,2,244726742,9,0,39251950,13,14,510859037,30,1,0,0,0.82,-0.14,-0.6,10.41
2014-02,2828283050,2116667500,1036402150,5981352700,56565661,21166675,20728043,98460379,11,8,24,43,668825176,1157825063,40630347,1157825063,257116640.9090909,264583437.5,43183422.916666664,139101225.58139536,93.81,84.64,92.52,97.07,103.48,94.18,98.76,89.85,23245.0,19658.0,11489.0,11019.0,470.0,58.44,4.09,75.75,8496.09,17,0,668825176,7,4,1157825063,8,0,40630347,11,13,1157825063,26,0,0,0,-0.04,-0.15,-0.4,7.1
2014-03,908744050,1893832500,1008703950,3811280500,18174881,18938325,20174079,57287285,8,9,26,43,165636331,1649912047,37096900,1649912047,113593006.25,210425833.33333337,38796305.76923077,88634430.23255815,93.99,85.86,90.67,97.18,103.61,94.38,97.51,90.16,23245.0,19667.0,11490.0,11027.0,463.0,58.42,4.03,73.7,8687.45,21,0,165636331,5,3,1649912047,7,2,37096900,15,11,1649912047,27,0,0,0,1.61,-0.14,-2.9,9.87
